,Year,Host_City,Host_Country,Country,Country_Code,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,P_TotalPer10MPop,Continent
687,2004,Athens,Greece,Lithuania,LTU,1,1,5,7,16,4,20,3377075,59.22,Europe
688,2004,Athens,Greece,"Macao, China",MAC,0,0,0,0,1,0,1,,,Asia
689,2004,Athens,Greece,Malaysia,MAS,0,0,0,0,15,4,19,25190647,7.54,Asia
690,2004,Athens,Greece,Mauritania,MTN,0,0,0,0,0,1,1,2939246,3.4,Africa
691,2004,Athens,Greece,Mauritius,MRI,0,0,0,0,1,1,2,1221003,16.38,Africa
692,2004,Athens,Greece,Mexico,MEX,14,10,10,34,36,41,77,104514934,7.37,North America
693,2004,Athens,Greece,Republic of Moldova,MDA,0,0,0,0,3,0,3,2895147,10.36,Europe
694,2004,Athens,Greece,Mongolia,MGL,0,0,0,0,2,1,3,2496394,12.02,Asia
695,2004,Athens,Greece,Morocco,MAR,2,4,0,6,7,3,10,30115196,3.32,Africa
696,2004,Athens,Greece,Namibia,NAM,0,0,0,0,1,0,1,1907737,5.24,Africa
697,2004,Athens,Greece,Nepal,NEP,0,0,0,0,0,1,1,25419337,0.39,Asia
698,2004,Athens,Greece,Netherlands,NED,5,12,12,29,51,42,93,16281779,57.12,Europe
699,2004,Athens,Greece,New Zealand,NZL,6,1,3,10,28,8,36,4087500,88.07,Oceania
700,2004,Athens,Greece,Nicaragua,NCA,0,0,0,0,1,0,1,5364930,1.86,North America
701,2004,Athens,Greece,Niger,NIG,0,0,0,0,1,0,1,13125914,0.76,Africa
702,2004,Athens,Greece,Nigeria,NGR,5,4,3,12,6,8,14,135320420,1.03,Africa
703,2004,Athens,Greece,North Macedonia,MKD,0,1,0,1,2,1,3,2057044,14.58,Europe
704,2004,Athens,Greece,Norway,NOR,3,1,1,5,19,11,30,4591910,65.33,Europe
705,2004,Athens,Greece,Oman,OMA,0,0,0,0,2,0,2,2445524,8.18,Asia
706,2004,Athens,Greece,Pakistan,PAK,0,0,0,0,8,1,9,156664698,0.57,Asia
707,2004,Athens,Greece,Palestine,PLE,0,1,1,2,2,0,2,,,Asia
708,2004,Athens,Greece,Panama,PAN,0,1,0,1,1,1,2,3269356,6.12,North America
709,2004,Athens,Greece,Peru,PER,0,0,2,2,4,1,5,27624226,1.81,South America
710,2004,Athens,Greece,Philippines,PHI,0,0,0,0,1,1,2,84710544,0.24,Asia
711,2004,Athens,Greece,Poland,POL,10,25,19,54,68,34,102,38182222,26.71,Europe
712,2004,Athens,Greece,Portugal,POR,2,5,5,12,22,7,29,10483861,27.66,Europe
713,2004,Athens,Greece,Puerto Rico,PUR,0,0,1,1,1,1,2,3826878,5.23,North America
714,2004,Athens,Greece,Qatar,QAT,0,0,0,0,2,0,2,753332,26.55,Asia
715,2004,Athens,Greece,Romania,ROU,0,0,0,0,2,0,2,21451748,0.93,Europe
716,2004,Athens,Greece,Russian Federation,RUS,16,8,17,41,49,35,84,,,Europe
717,2004,Athens,Greece,Rwanda,RWA,0,0,1,1,1,1,2,8680516,2.3,Africa
718,2004,Athens,Greece,Samoa,SAM,0,0,0,0,1,1,2,178597,111.98,Oceania
719,2004,Athens,Greece,Saudi Arabia,KSA,0,0,0,0,6,0,6,23132686,2.59,Asia
720,2004,Athens,Greece,Senegal,SEN,0,0,0,0,1,1,2,10810086,1.85,Africa
721,2004,Athens,Greece,Serbia and Montenegro,SCG,0,0,2,2,5,0,5,,,Europe
722,2004,Athens,Greece,Singapore,SGP,0,0,0,0,4,3,7,4166664,16.8,Asia
723,2004,Athens,Greece,Slovakia,SVK,5,3,4,12,28,8,36,5372280,67.01,Europe
724,2004,Athens,Greece,Slovenia,SLO,1,2,1,4,14,14,28,1997012,140.21,Europe
725,2004,Athens,Greece,South Africa,RSA,15,13,7,35,31,20,51,47291610,10.78,Africa
726,2004,Athens,Greece,Spain,ESP,20,27,24,71,118,34,152,42921895,35.41,Europe
727,2004,Athens,Greece,Sri Lanka,SRI,0,0,0,0,6,0,6,19387153,3.09,Asia
728,2004,Athens,Greece,Sudan,SUD,0,0,0,0,1,1,2,30214189,0.66,Africa
729,2004,Athens,Greece,Suriname,SUR,0,0,0,0,1,1,2,493680,40.51,South America
730,2004,Athens,Greece,Sweden,SWE,8,7,6,21,32,9,41,8993531,45.59,Europe
731,2004,Athens,Greece,Switzerland,SUI,2,6,8,16,26,14,40,7389625,54.13,Europe
732,2004,Athens,Greece,Syrian Arab Republic,SYR,0,0,0,0,3,2,5,17827827,2.8,Asia
733,2004,Athens,Greece,Tajikistan,TJK,0,0,0,0,1,0,1,6662391,1.5,Asia
734,2004,Athens,Greece,Tanzania,TAN,0,0,0,0,1,1,2,,,Africa
735,2004,Athens,Greece,Thailand,THA,3,6,6,15,33,10,43,64995303,6.62,Asia
736,2004,Athens,Greece,Tonga,TGA,0,0,0,0,0,1,1,100214,99.79,Oceania
737,2004,Athens,Greece,Tunisia,TUN,8,7,3,18,14,8,22,10022278,21.95,Africa
738,2004,Athens,Greece,Turkey,TUR,1,0,1,2,8,1,9,67010930,1.34,Europe
739,2004,Athens,Greece,Turkmenistan,TKM,0,0,0,0,4,0,4,4703396,8.5,Asia
740,2004,Athens,Greece,Uganda,UGA,0,0,0,0,1,1,2,26821300,0.75,Africa
741,2004,Athens,Greece,Ukraine,UKR,24,12,19,55,57,31,88,47451626,18.55,Europe
742,2004,Athens,Greece,United Arab Emirates,UAE,1,1,2,4,10,0,10,4068577,24.58,Asia
743,2004,Athens,Greece,United States of America,USA,27,22,39,88,147,87,234,292805298,7.99,North America
744,2004,Athens,Greece,Uruguay,URU,0,0,0,0,3,0,3,3321486,9.03,South America
745,2004,Athens,Greece,Uzbekistan,UZB,0,0,0,0,1,0,1,25864350,0.39,Asia
746,2004,Athens,Greece,Venezuela,VEN,0,1,2,3,14,2,16,25996594,6.15,South America
747,2004,Athens,Greece,Vietnam,VIE,0,0,0,0,0,4,4,83062819,0.48,Asia
748,2004,Athens,Greece,Zimbabwe,ZIM,1,0,0,1,1,1,2,12019911,1.66,Africa
749,2008,Beijing,China,Afghanistan,AFG,0,0,0,0,1,0,1,27722281,0.36,Asia
750,2008,Beijing,China,Algeria,ALG,4,3,8,15,21,7,28,34730604,8.06,Africa
751,2008,Beijing,China,Angola,ANG,0,3,0,3,5,1,6,21695636,2.77,Africa
752,2008,Beijing,China,Argentina,ARG,0,1,5,6,30,9,39,40080159,9.73,South America
753,2008,Beijing,China,Armenia,ARM,0,0,0,0,0,1,1,2907615,3.44,Europe
754,2008,Beijing,China,Australia,AUS,23,29,27,79,86,70,156,21249200,73.41,Oceania
755,2008,Beijing,China,Austria,AUT,4,1,1,6,34,4,38,8321496,45.66,Europe
756,2008,Beijing,China,Azerbaijan,AZE,2,3,5,10,17,1,18,8763400,20.54,Europe
757,2008,Beijing,China,Bahrain,BRN,0,0,0,0,2,1,3,1114645,26.91,Asia
758,2008,Beijing,China,Bangladesh,BAN,0,0,0,0,1,0,1,144304164,0.07,Asia
759,2008,Beijing,China,Barbados,BAR,0,0,0,0,1,0,1,279946,35.72,North America
760,2008,Beijing,China,Belarus,BLR,5,7,1,13,19,11,30,9527985,31.49,Europe
761,2008,Beijing,China,Belgium,BEL,0,0,1,1,19,1,20,10709973,18.67,Europe
762,2008,Beijing,China,Benin,BEN,0,0,0,0,0,1,1,8696915,1.15,Africa
763,2008,Beijing,China,Bermuda,BER,0,0,0,0,1,0,1,65273,153.2,North America
764,2008,Beijing,China,Bosnia and Herzegovina,BIH,0,1,0,1,14,1,15,3754261,39.95,Europe
765,2008,Beijing,China,Brazil,BRA,16,14,17,47,130,54,184,192030362,9.58,South America
766,2008,Beijing,China,Bulgaria,BUL,0,1,1,2,4,4,8,7492561,10.68,Europe
767,2008,Beijing,China,Burkina Faso,BUR,0,0,0,0,1,0,1,14689725,0.68,Africa
768,2008,Beijing,China,Burundi,BDI,0,0,0,0,3,0,3,8126104,3.69,Africa
769,2008,Beijing,China,Cambodia,CAM,0,0,0,0,1,0,1,13883835,0.72,Asia
770,2008,Beijing,China,Canada,CAN,19,10,21,50,80,61,141,33247118,42.41,North America
771,2008,Beijing,China,Cape Verde,CPV,0,0,0,0,0,1,1,480846,20.8,Africa
772,2008,Beijing,China,Central African Republic,CAF,0,0,0,0,1,0,1,4273368,2.34,Africa
773,2008,Beijing,China,Chile,CHI,0,0,0,0,3,1,4,16708255,2.39,South America
774,2008,Beijing,China,People's Republic of China,CHN,89,70,52,211,196,135,331,1324655000,2.5,Asia
775,2008,Beijing,China,Chinese Taipei,TPE,1,0,1,2,10,7,17,,,Asia
776,2008,Beijing,China,Colombia,COL,0,1,1,2,9,2,11,44254972,2.49,South America
777,2008,Beijing,China,Costa Rica,CRC,0,0,0,0,2,0,2,4463123,4.48,North America
778,2008,Beijing,China,Côte d'Ivoire,CIV,0,0,0,0,3,0,3,,,Africa
779,2008,Beijing,China,Croatia,CRO,3,1,0,4,19,6,25,4309705,58.01,Europe
780,2008,Beijing,China,Cuba,CUB,5,3,6,14,26,5,31,11236975,27.59,North America
781,2008,Beijing,China,Cyprus,CYP,1,2,1,4,3,1,4,1081568,36.98,Europe
782,2008,Beijing,China,Czech Republic,CZE,6,3,18,27,37,19,56,10384603,53.93,Europe
783,2008,Beijing,China,Denmark,DEN,3,2,4,9,22,15,37,5493621,67.35,Europe
784,2008,Beijing,China,Dominican Republic,DOM,0,0,0,0,1,0,1,9458079,1.06,North America
785,2008,Beijing,China,Ecuador,ECU,0,0,0,0,1,1,2,14535740,1.38,South America
786,2008,Beijing,China,Egypt,EGY,4,4,4,12,27,9,36,79636081,4.52,Africa
787,2008,Beijing,China,El Salvador,ESA,0,0,0,0,0,1,1,6131767,1.63,North America
788,2008,Beijing,China,Estonia,EST,0,0,1,1,3,0,3,1337090,22.44,Europe
789,2008,Beijing,China,Ethiopia,ETH,0,0,0,0,2,0,2,82916236,0.24,Africa
790,2008,Beijing,China,Faroe Islands,FRO,0,0,0,0,0,1,1,47822,209.11,Europe
791,2008,Beijing,China,Fiji,FIJ,0,0,0,0,1,0,1,845356,11.83,Oceania
792,2008,Beijing,China,Finland,FIN,2,2,2,6,25,6,31,5313399,58.34,Europe
793,2008,Beijing,China,France,FRA,12,21,19,52,80,39,119,64374979,18.49,Europe
794,2008,Beijing,China,Gabon,GAB,0,0,0,0,1,0,1,1518538,6.59,Africa
795,2008,Beijing,China,Georgia,GEO,0,0,0,0,1,0,1,3848449,2.6,Europe
796,2008,Beijing,China,Germany,GER,14,25,20,59,104,66,170,82110097,20.7,Europe
797,2008,Beijing,China,Ghana,GHA,0,0,0,0,1,1,2,23563832,0.85,Africa
798,2008,Beijing,China,Great Britain,GBR,42,29,31,102,130,75,205,61806995,33.17,Europe
799,2008,Beijing,China,Greece,GRE,5,9,10,24,52,15,67,11077841,60.48,Europe
800,2008,Beijing,China,Guatemala,GUA,0,0,0,0,1,0,1,13739299,0.73,North America
801,2008,Beijing,China,Guinea,GUY,0,0,0,0,1,0,1,9738796,1.03,Africa
802,2008,Beijing,China,Haiti,HAI,0,0,0,0,0,1,1,9646570,1.04,North America
803,2008,Beijing,China,Honduras,HON,0,0,0,0,1,0,1,7980955,1.25,North America
804,2008,Beijing,China,"Hong Kong, China",HKG,5,3,3,11,10,12,22,6957800,31.62,Asia
805,2008,Beijing,China,Hungary,HUN,1,0,5,6,23,10,33,10038188,32.87,Europe
806,2008,Beijing,China,Iceland,ISL,0,0,0,0,4,1,5,317414,157.52,Europe
807,2008,Beijing,China,India,IND,0,0,0,0,5,0,5,1200669762,0.04,Asia
808,2008,Beijing,China,Indonesia,INA,0,0,0,0,2,1,3,235469755,0.13,Asia
809,2008,Beijing,China,Islamic Republic of Iran,IRI,5,6,3,14,68,4,72,72120608,9.98,Asia
810,2008,Beijing,China,Iraq,IRQ,0,1,1,2,17,2,19,28385739,6.69,Asia
811,2008,Beijing,China,Ireland,IRL,3,1,1,5,33,12,45,4489544,100.23,Europe
812,2008,Beijing,China,Israel,ISR,0,5,1,6,34,8,42,7308800,57.46,Asia
813,2008,Beijing,China,Italy,ITA,4,7,7,18,55,27,82,58826731,13.94,Europe
814,2008,Beijing,China,Jamaica,JAM,0,0,1,1,2,2,4,2781869,14.38,North America
815,2008,Beijing,China,Japan,JPN,5,14,8,27,97,64,161,128063000,12.57,Asia
816,2008,Beijing,China,Jordan,JOR,0,2,2,4,7,5,12,6556473,18.3,Asia
817,2008,Beijing,China,Kazakhstan,KAZ,0,0,0,0,1,2,3,15776938,1.9,Europe
818,2008,Beijing,China,Kenya,KEN,5,3,1,9,10,3,13,39791984,3.27,Africa
819,2008,Beijing,China,Republic of Korea,KOR,10,8,13,31,57,20,77,49054708,15.7,Asia
820,2008,Beijing,China,Kuwait,KUW,0,0,0,0,7,1,8,2656010,30.12,Asia
821,2008,Beijing,China,Kyrgyzstan,KGZ,0,0,0,0,1,0,1,5318700,1.88,Asia
822,2008,Beijing,China,Lao People's Democratic Republic,LAO,0,0,1,1,1,0,1,6046630,1.65,Asia
823,2008,Beijing,China,Latvia,LAT,1,2,0,3,4,13,17,2177322,78.08,Europe
824,2008,Beijing,China,Lebanon,LBN,0,0,2,2,1,0,1,4764745,2.1,Asia
825,2008,Beijing,China,Lesotho,LES,0,0,0,0,0,1,1,1987130,5.03,Africa
826,2008,Beijing,China,Libya,LBA,0,0,0,0,2,1,3,6058740,4.95,Africa
827,2008,Beijing,China,Lithuania,LTU,0,2,0,2,12,14,26,3198231,81.29,Europe
828,2008,Beijing,China,Luxembourg,LUX,0,0,0,0,1,0,1,488650,20.46,Europe
829,2008,Beijing,China,"Macao, China",MAC,0,0,0,0,1,1,2,,,Asia
830,2008,Beijing,China,Madagascar,MAD,0,0,0,0,1,0,1,19996476,0.5,Africa
831,2008,Beijing,China,Malaysia,MAS,0,0,1,1,8,3,11,27236003,4.04,Asia
832,2008,Beijing,China,Malta,MLT,0,0,0,0,1,0,1,409379,24.43,Europe
833,2008,Beijing,China,Mauritius,MRI,0,0,0,0,2,0,2,1244121,16.08,Africa
834,2008,Beijing,China,Mexico,MEX,10,3,7,20,30,37,67,110815272,6.05,North America
835,2008,Beijing,China,Republic of Moldova,MDA,0,0,0,0,0,1,1,2867964,3.49,Europe
836,2008,Beijing,China,Mongolia,MGL,1,0,0,1,1,3,4,2631899,15.2,Asia
837,2008,Beijing,China,Montenegro,MNE,0,0,0,0,1,0,1,616969,16.21,Europe
838,2008,Beijing,China,Morocco,MAR,4,1,2,7,12,6,18,31536807,5.71,Africa
839,2008,Beijing,China,Myanmar,MYA,0,0,0,0,3,0,3,49929642,0.6,Asia
840,2008,Beijing,China,Namibia,NAM,0,0,1,1,1,0,1,2043382,4.89,Africa
841,2008,Beijing,China,Nepal,NEP,0,0,0,0,1,0,1,26666581,0.38,Asia
842,2008,Beijing,China,Netherlands,NED,5,10,7,22,33,46,79,16445593,48.04,Europe
843,2008,Beijing,China,New Zealand,NZL,5,3,4,12,20,9,29,4259800,68.08,Oceania
844,2008,Beijing,China,Niger,NIG,0,0,0,0,1,0,1,15250913,0.66,Africa
845,2008,Beijing,China,Nigeria,NGR,4,4,1,9,14,9,23,150269622,1.53,Africa
846,2008,Beijing,China,North Macedonia,MKD,0,0,0,0,1,1,2,2067309,9.67,Europe
847,2008,Beijing,China,Norway,NOR,1,3,3,7,14,10,24,4768212,50.33,Europe
848,2008,Beijing,China,Oman,OMA,0,0,0,0,1,0,1,2750956,3.64,Asia
849,2008,Beijing,China,Pakistan,PAK,0,1,0,1,2,1,3,171648984,0.17,Asia
850,2008,Beijing,China,Palestine,PLE,0,0,0,0,2,0,2,,,Asia
851,2008,Beijing,China,Panama,PAN,0,0,0,0,1,1,2,3516204,5.69,North America
852,2008,Beijing,China,Papua New Guinea,PNG,0,1,0,1,1,1,2,6976200,2.87,Oceania
853,2008,Beijing,China,Peru,PER,0,0,0,0,3,0,3,28562321,1.05,South America
854,2008,Beijing,China,Philippines,PHI,0,0,0,0,1,2,3,90901967,0.33,Asia
855,2008,Beijing,China,Poland,POL,5,12,13,30,58,33,91,38125759,23.87,Europe
856,2008,Beijing,China,Portugal,POR,1,4,2,7,23,12,35,10558177,33.15,Europe
857,2008,Beijing,China,Puerto Rico,PUR,0,0,1,1,2,1,3,3760866,7.98,North America
858,2008,Beijing,China,Qatar,QAT,0,0,0,0,2,0,2,1436670,13.92,Asia
859,2008,Beijing,China,Romania,ROU,0,1,0,1,2,2,4,20537875,1.95,Europe
860,2008,Beijing,China,Russian Federation,RUS,18,23,22,63,98,46,144,,,Europe
861,2008,Beijing,China,Rwanda,RWA,0,0,0,0,1,0,1,9524532,1.05,Africa
862,2008,Beijing,China,Samoa,SAM,0,0,0,0,1,0,1,183270,54.56,Oceania
863,2008,Beijing,China,Saudi Arabia,KSA,1,1,0,2,3,0,3,25888535,1.16,Asia
864,2008,Beijing,China,Senegal,SEN,0,0,0,0,1,1,2,12004700,1.67,Africa
865,2008,Beijing,China,Serbia,SRB,0,2,0,2,10,4,14,7350222,19.05,Europe
866,2008,Beijing,China,Singapore,SGP,1,1,2,4,2,4,6,4839396,12.4,Asia
867,2008,Beijing,China,Slovakia,SVK,2,3,1,6,26,9,35,5379233,65.07,Europe
868,2008,Beijing,China,Slovenia,SLO,0,1,2,3,14,16,30,2021316,148.42,Europe
869,2008,Beijing,China,South Africa,RSA,21,3,6,30,38,21,59,49779472,11.85,Africa
870,2008,Beijing,China,Spain,ESP,15,21,22,58,101,32,133,45954106,28.94,Europe
871,2008,Beijing,China,Sri Lanka,SRI,0,0,0,0,5,0,5,19983984,2.5,Asia
872,2008,Beijing,China,Suriname,SUR,0,0,0,0,1,0,1,517122,19.34,South America
873,2008,Beijing,China,Sweden,SWE,5,3,4,12,38,25,63,9219637,68.33,Europe
874,2008,Beijing,China,Switzerland,SUI,3,2,6,11,18,8,26,7647675,34,Europe
875,2008,Beijing,China,Syrian Arab Republic,SYR,0,0,1,1,3,2,5,20664037,2.42,Asia
876,2008,Beijing,China,Tajikistan,TJK,0,0,0,0,0,1,1,7209924,1.39,Asia
877,2008,Beijing,China,Tanzania,TAN,0,0,0,0,1,0,1,,,Africa
878,2008,Beijing,China,Thailand,THA,1,5,7,13,33,7,40,66530980,6.01,Asia
879,2008,Beijing,China,Timor-Leste,TLS,0,0,0,0,0,1,1,1055428,9.47,Asia
880,2008,Beijing,China,Tonga,TGA,0,0,0,0,1,0,1,103384,96.73,Oceania
881,2008,Beijing,China,Tunisia,TUN,9,9,3,21,21,12,33,10414425,31.69,Africa
882,2008,Beijing,China,Turkey,TUR,1,0,1,2,8,8,16,70418612,2.27,Europe
883,2008,Beijing,China,Turkmenistan,TKM,0,0,0,0,1,2,3,4935765,6.08,Asia
884,2008,Beijing,China,Uganda,UGA,0,0,0,0,1,0,1,30431734,0.33,Africa
885,2008,Beijing,China,Ukraine,UKR,24,18,32,74,74,49,123,46258189,26.59,Europe
886,2008,Beijing,China,United Arab Emirates,UAE,0,1,0,1,6,1,7,7089486,9.87,Asia
887,2008,Beijing,China,United States of America,USA,36,35,28,99,120,87,207,304093966,6.81,North America
888,2008,Beijing,China,Uruguay,URU,0,0,0,0,2,0,2,3340221,5.99,South America
889,2008,Beijing,China,Uzbekistan,UZB,0,0,0,0,2,0,2,27302800,0.73,Asia
890,2008,Beijing,China,Vanuatu,VAN,0,0,0,0,1,0,1,224700,44.5,Oceania
891,2008,Beijing,China,Venezuela,VEN,1,1,2,4,19,8,27,27635827,9.77,South America
892,2008,Beijing,China,Vietnam,VIE,0,0,0,0,3,5,8,86243424,0.93,Asia
893,2008,Beijing,China,Zambia,ZAM,0,0,0,0,1,0,1,12848531,0.78,Africa
894,2008,Beijing,China,Zimbabwe,ZIM,0,0,0,0,1,1,2,12379553,1.62,Africa
895,2012,London,Great Britain,Afghanistan,AFG,0,0,0,0,1,0,1,31161378,0.32,Asia
896,2012,London,Great Britain,Albania,ALB,0,0,0,0,1,0,1,2900401,3.45,Europe
897,2012,London,Great Britain,Algeria,ALG,4,6,9,19,24,7,31,37383899,8.29,Africa
898,2012,London,Great Britain,Andorra,AND,0,0,0,0,1,0,1,82427,121.32,Europe
899,2012,London,Great Britain,Angola,ANG,1,0,1,2,2,2,4,25107925,1.59,Africa
900,2012,London,Great Britain,Antigua and Barbuda,ANT,0,0,0,0,1,0,1,90407,110.61,North America
901,2012,London,Great Britain,Argentina,ARG,0,1,4,5,47,10,57,41733271,13.66,South America
902,2012,London,Great Britain,Armenia,ARM,0,0,0,0,0,2,2,2884239,6.93,Europe
903,2012,London,Great Britain,Australia,AUS,32,23,30,85,88,70,158,22733465,69.5,Oceania
904,2012,London,Great Britain,Austria,AUT,4,3,6,13,27,5,32,8429991,37.96,Europe
905,2012,London,Great Britain,Azerbaijan,AZE,4,5,3,12,16,5,21,9295784,22.59,Europe
906,2012,London,Great Britain,Bahrain,BRN,0,0,0,0,1,1,2,1299942,15.39,Asia
907,2012,London,Great Britain,Barbados,BAR,0,0,0,0,1,0,1,283698,35.25,North America
908,2012,London,Great Britain,Belarus,BLR,5,2,3,10,15,14,29,9464495,30.64,Europe
909,2012,London,Great Britain,Belgium,BEL,3,1,3,7,31,9,40,11106932,36.01,Europe
910,2012,London,Great Britain,Benin,BEN,0,0,0,0,1,0,1,9729254,1.03,Africa
911,2012,London,Great Britain,Bermuda,BER,0,0,0,0,0,1,1,64798,154.33,North America
912,2012,London,Great Britain,Bosnia and Herzegovina,BIH,1,0,0,1,11,1,12,3604972,33.29,Europe
913,2012,London,Great Britain,Brazil,BRA,21,14,8,43,110,68,178,199287292,8.93,South America
914,2012,London,Great Britain,Brunei Darussalam,BRU,0,0,0,0,1,0,1,398997,25.06,Asia
915,2012,London,Great Britain,Bulgaria,BUL,0,2,1,3,4,4,8,7305888,10.95,Europe
916,2012,London,Great Britain,Burkina Faso,BUR,0,0,0,0,1,1,2,16571252,1.21,Africa
917,2012,London,Great Britain,Burundi,BDI,0,0,0,0,1,0,1,9245992,1.08,Africa
918,2012,London,Great Britain,Cambodia,CAM,0,0,0,0,0,1,1,14780454,0.68,Asia
919,2012,London,Great Britain,Cameroon,CMR,0,0,0,0,1,0,1,21485267,0.47,Africa
920,2012,London,Great Britain,Canada,CAN,7,15,9,31,87,57,144,34714222,41.48,North America
921,2012,London,Great Britain,Cape Verde,CPV,0,0,0,0,1,0,1,505241,19.79,Africa
922,2012,London,Great Britain,Central African Republic,CAF,0,0,0,0,1,0,1,4436411,2.25,Africa
923,2012,London,Great Britain,Chile,CHI,1,0,0,1,4,3,7,17400359,4.02,South America
924,2012,London,Great Britain,People's Republic of China,CHN,95,71,65,231,154,128,282,1350695000,2.09,Asia
925,2012,London,Great Britain,Chinese Taipei,TPE,0,1,2,3,9,9,18,,,Asia
926,2012,London,Great Britain,Colombia,COL,0,2,0,2,30,7,37,46075721,8.03,South America
927,2012,London,Great Britain,Comoros,COM,0,0,0,0,1,0,1,723865,13.81,Africa
928,2012,London,Great Britain,Costa Rica,CRC,0,0,0,0,2,0,2,4688003,4.27,North America
929,2012,London,Great Britain,Côte d'Ivoire,CIV,0,0,0,0,3,1,4,,,Africa
930,2012,London,Great Britain,Croatia,CRO,0,2,3,5,18,7,25,4267558,58.58,Europe
931,2012,London,Great Britain,Cuba,CUB,9,5,3,17,18,4,22,11257112,19.54,North America
932,2012,London,Great Britain,Cyprus,CYP,0,1,0,1,2,1,3,1135046,26.43,Europe
933,2012,London,Great Britain,Czech Republic,CZE,1,6,4,11,31,15,46,10510785,43.76,Europe
934,2012,London,Great Britain,Denmark,DEN,1,0,4,5,15,13,28,5591572,50.08,Europe
935,2012,London,Great Britain,Djibouti,DJI,0,0,0,0,1,0,1,868136,11.52,Africa
936,2012,London,Great Britain,Dominican Republic,DOM,0,0,0,0,2,0,2,9930916,2.01,North America
937,2012,London,Great Britain,DR Congo,COD,0,0,0,0,1,1,2,,,Africa
938,2012,London,Great Britain,Ecuador,ECU,0,0,0,0,1,1,2,15474099,1.29,South America
939,2012,London,Great Britain,Egypt,EGY,4,4,7,15,29,11,40,86422240,4.63,Africa
940,2012,London,Great Britain,El Salvador,ESA,0,0,0,0,1,0,1,6237922,1.6,North America
941,2012,London,Great Britain,Estonia,EST,0,0,0,0,2,1,3,1322696,22.68,Europe
942,2012,London,Great Britain,Ethiopia,ETH,0,1,0,1,3,1,4,92726982,0.43,Africa
943,2012,London,Great Britain,Faroe Islands,FRO,0,0,0,0,1,0,1,47843,209.02,Europe
944,2012,London,Great Britain,Fiji,FIJ,1,0,0,1,1,0,1,865065,11.56,Oceania
945,2012,London,Great Britain,Finland,FIN,4,1,1,6,21,14,35,5413971,64.65,Europe
946,2012,London,Great Britain,France,FRA,8,19,18,45,101,51,152,65659814,23.15,Europe
947,2012,London,Great Britain,Gabon,GAB,0,0,0,0,1,0,1,1749677,5.72,Africa
948,2012,London,Great Britain,Gambia,GAM,0,0,0,0,1,1,2,1905020,10.5,Africa
949,2012,London,Great Britain,Georgia,GEO,0,0,0,0,2,0,2,3728874,5.36,Europe
950,2012,London,Great Britain,Germany,GER,18,26,22,66,88,62,150,80425823,18.65,Europe
951,2012,London,Great Britain,Ghana,GHA,0,0,0,0,3,1,4,25996454,1.54,Africa
952,2012,London,Great Britain,Great Britain,GBR,34,43,43,120,177,109,286,63700215,44.9,Europe
953,2012,London,Great Britain,Greece,GRE,1,3,8,12,47,13,60,11045011,54.32,Europe
954,2012,London,Great Britain,Guatemala,GUA,0,0,0,0,1,0,1,14781942,0.68,North America
955,2012,London,Great Britain,Guinea-Bissau,GBS,0,0,0,0,1,1,2,1604981,12.46,Africa
956,2012,London,Great Britain,Haiti,HAI,0,0,0,0,2,1,3,10250922,2.93,North America
957,2012,London,Great Britain,Honduras,HON,0,0,0,0,1,0,1,8640692,1.16,North America
958,2012,London,Great Britain,"Hong Kong, China",HKG,3,3,6,12,13,15,28,7150100,39.16,Asia
959,2012,London,Great Britain,Hungary,HUN,2,6,6,14,19,14,33,9920362,33.26,Europe
960,2012,London,Great Britain,Iceland,ISL,1,0,0,1,2,2,4,320716,124.72,Europe
961,2012,London,Great Britain,India,IND,0,1,0,1,10,0,10,1265780243,0.08,Asia
962,2012,London,Great Britain,Indonesia,INA,0,0,1,1,3,1,4,248451714,0.16,Asia
963,2012,London,Great Britain,Islamic Republic of Iran,IRI,10,7,7,24,70,7,77,75539881,10.19,Asia
964,2012,London,Great Britain,Iraq,IRQ,0,2,1,3,16,3,19,31890012,5.96,Asia
965,2012,London,Great Britain,Ireland,IRL,8,3,5,16,28,17,45,4599533,97.84,Europe
966,2012,London,Great Britain,Israel,ISR,1,2,5,8,18,7,25,7910500,31.6,Asia
967,2012,London,Great Britain,Italy,ITA,9,8,11,28,65,31,96,59539717,16.12,Europe
968,2012,London,Great Britain,Jamaica,JAM,1,0,0,1,2,1,3,2842128,10.56,North America
969,2012,London,Great Britain,Japan,JPN,5,5,6,16,89,45,134,127629000,10.5,Asia
970,2012,London,Great Britain,Jordan,JOR,0,0,0,0,4,4,8,8089963,9.89,Asia
971,2012,London,Great Britain,Kazakhstan,KAZ,0,0,0,0,4,3,7,16792090,4.17,Europe
972,2012,London,Great Britain,Kenya,KEN,2,2,2,6,10,2,12,44343469,2.71,Africa
973,2012,London,Great Britain,Republic of Korea,KOR,9,9,9,27,60,28,88,50199853,17.53,Asia
974,2012,London,Great Britain,Korea DPR,PRK,0,0,0,0,1,0,1,,,Asia
975,2012,London,Great Britain,Kuwait,KUW,0,0,0,0,6,0,6,3348852,17.92,Asia
976,2012,London,Great Britain,Kyrgyzstan,KGZ,0,0,0,0,1,0,1,5607200,1.78,Asia
